p_0,0.9716283865536324,0.7167117319059818,0.5128016418665993,0.8197407365419308,0.0,0.5040701918012052,0.5294728119219094,0.8050923094822698,0.634695243623985,0.27691831661748273,0.2981405605134879,0.585781988670515,0.46961690729981204,0.7159989636688358,0.17762512252402263,0.06515151502812214,0.46457831101408037,0.0,0.46957074691919193,0.0,0.253756258315891,0.7126856513499267,0.5025470252203698,0.755126451849687,0.0,0.5123370053236936,0.573258226078169,0.7837499315015248,0.5644325842655272,0.383069805714928,0.3426084247744312,0.0756548535626696,0.040182648340665685,0.0039421813144403335,0.465678418492469,0.0,0.19112627823271094,0.0,0.0016515276494506387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_1,0.9728423668020925,0.7699391266207383,0.6590658383555059,0.8320202958792761,0.03788903872951233,0.6736474693339186,0.6822112590617296,0.8820851895538857,0.7796091349427724,0.6280255595249302,0.6205701675530475,0.6074240685746678,0.7168006939430543,0.7845149119304178,0.5874801897088112,0.32648609284405367,0.659305990224469,0.05575326182827247,0.7173706364814814,0.0,0.3390170477530888,0.7734392941380368,0.6620348865281023,0.8220396318781638,0.0,0.6691234832616842,0.7515191553339325,0.8971108939820851,0.7473088439159817,0.6238209026387744,0.6242324387835368,0.5353197670528199,0.2645988285098927,0.11334745702676136,0.716627954149045,0.0,0.3434343399653097,0.0,0.0017064846270777763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5222284226190475e-06
p_2,0.9768577485053404,0.7642055813605132,0.6206241124438802,0.8637018841152625,0.15517241230677767,0.5800414712610358,0.6992497792954362,0.8281683621483763,0.7858338689171489,0.524159663406723,0.5747126424548475,0.6218564214821379,0.7011419937488861,0.8118766193142589,0.4865080628400862,0.31195014605580984,0.5130718926303274,0.12483039264022801,0.6867183298651743,0.0,0.3701550351729163,0.7476400336862655,0.5999046168428193,0.8387926463130398,0.11611784994698571,0.5399613192305749,0.7044877100295471,0.8451608988272463,0.7319378788225012,0.5283149166709988,0.5970642948169025,0.2715368709154324,0.22171226792283802,0.22047243936669694,0.6454745462063011,0.0,0.2951653918985124,0.0,0.005037783311866709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_3,0.9659692390922657,0.7269201888893427,0.5496350248795402,0.8125478189157436,0.0,0.6598219997877055,0.5222833769903864,0.821365045067152,0.6836424014895621,0.48178221911181746,0.4969915756663785,0.5905205882264157,0.4711354296275364,0.6591932796496207,0.2070303404927211,0.10869930992983458,0.5004784665048877,0.03643461264518795,0.5106243867207425,0.0,0.2621995610910447,0.724611938261916,0.5450156297440181,0.8274085519051059,0.0,0.6182955432965918,0.6411036501059673,0.8201671605175697,0.6703539814769494,0.4558869698864132,0.42962962904028856,0.12956350642748415,0.06207869562301506,0.058788947332222535,0.4658521927592949,0.0,0.31274345958406535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_4,0.9719770530989577,0.7350249004843132,0.5661531235532891,0.8555676853560131,0.08247422595387396,0.5367566461930339,0.6947512968649107,0.8158710473156277,0.7316817124378735,0.39265193785493896,0.4488471384306625,0.5993315982200832,0.6512243532953357,0.8119938491693159,0.42678587681161767,0.23307524273759134,0.5515771502490318,0.02281879179316247,0.5960748512124792,0.0,0.31438935722860123,0.7407575246962713,0.5644139839540556,0.829511390576472,0.18115941864891832,0.5184992955218916,0.6736124528977059,0.8177228781859706,0.6886948826514588,0.4376726796378412,0.4627724490622974,0.4717768867136132,0.2363013694583881,0.07792207744018505,0.6026540568924237,0.0,0.4802494777533811,0.0,0.0017777777619753087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_5,0.9736763802567455,0.7489901987643655,0.600216455840095,0.8907490255763459,0.05103280618429154,0.5933683141687534,0.7185157647495426,0.863081637858411,0.8005467345173518,0.523336643062449,0.6147811713154807,0.666839645389622,0.5771495860507962,0.795550041859308,0.6165544964456302,0.3508274223384695,0.6093749974943462,0.17501439162340593,0.6837205531581636,0.0,0.3618461516194083,0.7484463596757706,0.5891628289940876,0.8782091030391266,0.012345678859929892,0.5524721556047731,0.7120642208724485,0.854709827439656,0.7611128213108379,0.529461997881017,0.5886915685064471,0.5188885415868807,0.22599891479660295,0.1494476923362723,0.6075847657017638,0.0,0.40060697824680336,0.0,0.002654280008929794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_6,0.9673851618776693,0.6950150985303105,0.46085487851611706,0.8247446276503634,0.010298661067984953,0.6678536643736526,0.6904785092284704,0.7453085699626095,0.5210555861638905,0.30674406915592056,0.27651729966460964,0.48662790556212815,0.6264840168345114,0.696448914380684,0.09342403619644078,0.0027353544501131652,0.4285714260204082,0.0,0.27456845499185617,0.0,0.31673582076946183,0.6920385471459882,0.45276490305102857,0.7959570893979577,0.027954256315701954,0.5998057897979295,0.6674787401186533,0.7373662460338138,0.48358143554774363,0.31093962754506005,0.28971444373480115,0.11863671830835425,0.027324225212722052,0.01400778199215734,0.34499332420227413,0.0,0.3459621119343863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_7,0.9749741704567069,0.747200481104553,0.5922917446511861,0.8490055683643567,0.18311291777097743,0.6142454311267956,0.7421204473762214,0.879197060955457,0.8163372158445644,0.5063917521596769,0.5813234372679377,0.6551582381621116,0.6816063885475785,0.8230157968744823,0.646462850474171,0.4231856728954155,0.5946471990528116,0.21962937392155543,0.7263431391112706,0.0,0.3837288109577708,0.7525681230219118,0.5976980944844746,0.8532264863546072,0.13130128802694857,0.552820840548022,0.7137734467469281,0.8532080004081277,0.7632344377391106,0.5664823270285467,0.5795658223868436,0.5311526475154442,0.3407617497148263,0.28194993226646947,0.6928291110481367,0.0,0.40828402125275726,0.0,0.002061855648846849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.453218005952381e-07
p_8,0.9742272023499494,0.7736209775082669,0.6442452240688308,0.8520386261523398,0.30812324642275213,0.6804595819846139,0.7862878576836422,0.8282310194859053,0.8429772802272157,0.7199516108874522,0.7611940281799956,0.6590736497377614,0.6999293935045202,0.8469251804139041,0.700739743778711,0.4517667451728447,0.607215238722273,0.5339425552614716,0.7752489325310187,0.08163263640150277,0.4199475028875984,0.7690588877376316,0.6351155470791507,0.7971523300203313,0.4032697511056335,0.6663583619216433,0.8004730847970485,0.8639040691548235,0.7790407530093697,0.6940576068730581,0.725016327618079,0.6721804505662653,0.44288224869579723,0.5206942555360864,0.7710746454544123,0.0,0.3291976813135014,0.0,0.004576658986537083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.539481026785714e-06
p_9,0.9731603727739637,0.7961848775009898,0.6386263580213869,0.8922042324624326,0.05479451979733535,0.6904122495428946,0.7995091629622956,0.8848784407811493,0.838064954760317,0.7174709829585592,0.7350058786064174,0.6491148404488658,0.7193758108728847,0.8565775033986477,0.5135260755661187,0.3786793946326981,0.6534653432996765,0.31671232703171326,0.7296432564952462,0.2619047307256273,0.38750796438809454,0.7778797190469942,0.616863775059332,0.8862805077853693,0.14096016199223532,0.631309701518559,0.7494372863558267,0.8820171260216358,0.8147270956887425,0.6887548662579167,0.7569827080429742,0.456929433839058,0.3284400704493627,0.3230163178220804,0.6988722700960791,0.0,0.465065499644839,0.0,0.0031670625244096394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
